"year","MHW","baseline_region","latitude","longitude","site","affiliated_mpa","mpa_class","mpa_designation","zone","transect","pisaster_brevispinus","pterygophora_californica","eisenia_arborea","macrocystis_pyrifera","pisaster_giganteus","stephanocystis_osmundacea","strongylocentrotus_purpuratus","mesocentrotus_franciscanus","patiria_miniata","tethya_californiana","kelletia_kelletii","orthasterias_koehleri","pisaster_ochraceus","pycnopodia_helianthoides","loxorhynchus_grandis","neobernaya_spadicea","cancridae","lytechinus_pictus","dermasterias_imbricata","crassadoma_gigantea","henricia_leviuscula","nereocystis_luetkeana","pomaulax_gibberosus","aplysia_californica","cryptochiton_stelleri","mediaster_aequalis","loxorhynchus_crispatus_scyra_acutifrons","stylaster_californicus","haliotis_rufescens","metridium","megathura_crenulata","alaria_marginata","anthopleura_sola","pugettia_producta","megastraea_undosa","anthopleura_xanthogrammica","pugettia_richii","costaria_costata","cucumaria_miniata","cribrinopsis_albopunctata","ceratostoma_foliatum","pugettia_foliata","styela_montereyensis","apostichopus_parvimensis","apostichopus_californicus","laminaria_setchellii","balanus_nubilus","laminaria_farlowii","centrostephanus_coronatus","pleurophycus_gardneri","pachycerianthus_fimbriatus","haliotis_walallensis","haliotis_kamtschatkana","linckia_columbiae","solaster_dawsoni","craniella_arb","aplysia_vaccaria","cryptolithodes_sitchensis","leptasterias_hexactis","whole_urchin_test","macrocystis_stipes","urticina"
2014,"during","CENTRAL",36.621649,-121.900789,"HOPKINS_UC","Lovers Point - Julia Platt SMR","SMR","SMR","MID","1",0,0,0,19,1,48,27,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,1,0,1,0,1,0,0,0,1,0,0,0,4,1,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0
2014,"during","CENTRAL",36.621649,-121.900789,"HOPKINS_UC","Lovers Point - Julia Platt SMR","SMR","SMR","MID","2",0,0,0,9,0,39,25,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,0,7,0,1,0,2,0,0,0,1,0,0,0,3,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0
2014,"during","CENTRAL",36.621649,-121.900789,"HOPKINS_UC","Lovers Point - Julia Platt SMR","SMR","SMR","OUTER","1",0,0,0,8,0,10,0,0,42,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0
2014,"during","CENTRAL",36.621649,-121.900789,"HOPKINS_UC","Lovers Point - Julia Platt SMR","SMR","SMR","OUTER","2",0,0,0,3,3,0,18,10,34,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,48,0,0,0,0,0,1,0,0,0,0,0,0,0,99,3
2014,"during","CENTRAL",36.623586,-121.904196,"HOPKINS_DC","Lovers Point - Julia Platt SMR","SMR","SMR","INNER","1",0,0,0,6,2,4,1,0,28,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,48,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
2014,"during","CENTRAL",36.623586,-121.904196,"HOPKINS_DC","Lovers Point - Julia Platt SMR","SMR","SMR","INNER","2",0,0,0,6,1,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,46,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
2014,"during","CENTRAL",36.623586,-121.904196,"HOPKINS_DC","Lovers Point - Julia Platt SMR","SMR","SMR","MID","1",0,0,0,5,4,0,45,3,66,4,0,0,1,0,0,0,0,0,2,0,1,0,0,0,13,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0
2014,"during","CENTRAL",36.623586,-121.904196,"HOPKINS_DC","Lovers Point - Julia Platt SMR","SMR","SMR","MID","2",0,0,0,5,1,18,6,0,67,24,0,0,0,0,0,0,0,0,2,1,2,0,0,0,10,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,120,1
2014,"during","CENTRAL",36.623586,-121.904196,"HOPKINS_DC","Lovers Point - Julia Platt SMR","SMR","SMR","OUTER","1",0,0,0,5,8,1,2,2,156,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0,4,1,1,1,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,217,3
2014,"during","CENTRAL",36.623586,-121.904196,"HOPKINS_DC","Lovers Point - Julia Platt SMR","SMR","SMR","OUTER","2",0,0,0,1,2,1,0,0,174,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
2014,"during","CENTRAL",36.62422,-121.909082,"LOVERS_UC","Lovers Point - Julia Platt SMR","SMR","SMR","INNER","1",0,0,0,10,0,7,20,0,16,6,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,1,0,2,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
2014,"during","CENTRAL",36.62422,-121.909082,"LOVERS_UC","Lovers Point - Julia Platt SMR","SMR","SMR","INNER","2",0,0,0,0,0,0,10,0,27,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
2014,"during","CENTRAL",36.62422,-121.909082,"LOVERS_UC","Lovers Point - Julia Platt SMR","SMR","SMR","MID","1",0,0,0,50,8,79,4,0,45,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,10,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3
2014,"during","CENTRAL",36.62422,-121.909082,"LOVERS_UC","Lovers Point - Julia Platt SMR","SMR","SMR","MID","2",0,0,0,0,8,0,25,4,47,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,2,0,7,0,2,0,0,0,0,0,0,2,7,0,13,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,NA,1
2014,"during","CENTRAL",36.62422,-121.909082,"LOVERS_UC","Lovers Point - Julia Platt SMR","SMR","SMR","OUTER","1",0,0,0,1,15,31,17,0,40,42,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,21,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,51,4
2014,"during","CENTRAL",36.62422,-121.909082,"LOVERS_UC","Lovers Point - Julia Platt SMR","SMR","SMR","OUTER","2",0,0,0,6,12,0,17,0,33,35,0,0,0,0,0,0,0,0,0,1,0,0,2,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,143,3
2014,"during","CENTRAL",36.625774,-121.910735,"LOVERS_DC","Lovers Point - Julia Platt SMR","SMR","SMR","INNER","1",0,0,0,2,0,3,31,0,13,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,16,1,0,0,10,0,0,0,0,0,13,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2014,"during","CENTRAL",36.625774,-121.910735,"LOVERS_DC","Lovers Point - Julia Platt SMR","SMR","SMR","INNER","2",0,0,0,5,0,4,8,0,17,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0
2014,"during","CENTRAL",36.625774,-121.910735,"LOVERS_DC","Lovers Point - Julia Platt SMR","SMR","SMR","MID","1",0,0,0,5,1,42,18,4,44,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,3,0,0,0,0,0,1,0,1,0,5,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0
2014,"during","CENTRAL",36.625774,-121.910735,"LOVERS_DC","Lovers Point - Julia Platt SMR","SMR","SMR","MID","2",0,0,0,10,7,41,20,3,52,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,3,0,3,1,0,0,1,0,0,0,7,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,70,8
2014,"during","CENTRAL",36.625774,-121.910735,"LOVERS_DC","Lovers Point - Julia Platt SMR","SMR","SMR","OUTER","1",0,0,0,5,0,0,6,1,40,31,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
2014,"during","CENTRAL",36.625774,-121.910735,"LOVERS_DC","Lovers Point - Julia Platt SMR","SMR","SMR","OUTER","2",0,0,0,9,5,2,9,2,55,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,109,8
2014,"during","CENTRAL",36.630733,-121.91859,"SIREN","Lovers Point - Julia Platt SMR","SMR","ref","INNER","1",0,0,0,14,0,10,0,0,44,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,110,0
2014,"during","CENTRAL",36.630733,-121.91859,"SIREN","Lovers Point - Julia Platt SMR","SMR","ref","INNER","2",0,0,0,20,0,1,0,0,27,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
2014,"during","CENTRAL",36.630733,-121.91859,"SIREN","Lovers Point - Julia Platt SMR","SMR","ref","MID","1",0,0,0,10,5,22,8,0,40,12,5,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,4,0,0,0,1,0,16,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,2
2014,"during","CENTRAL",36.630733,-121.91859,"SIREN","Lovers Point - Julia Platt SMR","SMR","ref","MID","2",0,0,0,26,4,25,0,0,30,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,9,1,0,0,1,33,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,125,1
2014,"during","CENTRAL",36.630733,-121.91859,"SIREN","Lovers Point - Julia Platt SMR","SMR","ref","OUTER","1",0,0,0,6,7,0,4,4,53,17,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,2,0,4,0,1,0,10,0,0,0,0,0,0,4,35,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,39,7
2014,"during","CENTRAL",36.630733,-121.91859,"SIREN","Lovers Point - Julia Platt SMR","SMR","ref","OUTER","2",0,0,0,4,1,0,0,0,63,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,1,0,0,0,0,0,10,0,0,0,0,4,0,0,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1
2014,"during","CENTRAL",36.634633,-121.918929,"OTTER_PT_UC","Lovers Point - Julia Platt SMR","SMR","ref","INNER","1",0,0,0,15,0,33,0,0,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0
2014,"during","CENTRAL",36.634633,-121.918929,"OTTER_PT_UC","Lovers Point - Julia Platt SMR","SMR","ref","INNER","2",0,0,0,6,0,40,0,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,2,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0
2014,"during","CENTRAL",36.634633,-121.918929,"OTTER_PT_UC","Lovers Point - Julia Platt SMR","SMR","ref","MID","1",0,0,0,11,2,63,25,5,47,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,9,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,214,2
2014,"during","CENTRAL",36.634633,-121.918929,"OTTER_PT_UC","Lovers Point - Julia Platt SMR","SMR","ref","MID","2",0,0,0,19,0,210,46,0,42,9,0,0,0,0,0,0,0,0,0,2,1,0,0,1,8,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,69,0
2014,"during","CENTRAL",36.634633,-121.918929,"OTTER_PT_UC","Lovers Point - Julia Platt SMR","SMR","ref","OUTER","1",0,0,0,0,7,0,9,9,24,5,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4
2014,"during","CENTRAL",36.634633,-121.918929,"OTTER_PT_UC","Lovers Point - Julia Platt SMR","SMR","ref","OUTER","2",0,0,0,0,8,2,16,0,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,3,0,0,0,0,0,2,2,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3
2014,"during","CENTRAL",36.636484,-121.921162,"OTTER_PT_DC","Lovers Point - Julia Platt SMR","SMR","ref","INNER","1",0,0,0,17,0,82,5,0,81,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,1
2014,"during","CENTRAL",36.636484,-121.921162,"OTTER_PT_DC","Lovers Point - Julia Platt SMR","SMR","ref","INNER","2",0,0,0,17,0,82,0,0,53,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,298,0
2014,"during","CENTRAL",36.636484,-121.921162,"OTTER_PT_DC","Lovers Point - Julia Platt SMR","SMR","ref","MID","1",0,0,0,16,2,43,38,1,83,9,0,0,0,0,0,0,1,0,0,0,4,0,1,0,7,0,2,0,0,0,2,0,9,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,4
2014,"during","CENTRAL",36.636484,-121.921162,"OTTER_PT_DC","Lovers Point - Julia Platt SMR","SMR","ref","MID","2",0,0,0,11,0,59,65,2,79,14,0,0,0,0,0,0,0,0,0,1,4,0,7,0,9,0,3,0,0,0,1,0,6,0,0,0,0,0,0,0,2,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,65,1
2014,"during","CENTRAL",36.636484,-121.921162,"OTTER_PT_DC","Lovers Point - Julia Platt SMR","SMR","ref","OUTER","1",0,0,0,1,8,66,362,10,100,6,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2014,"during","CENTRAL",36.636484,-121.921162,"OTTER_PT_DC","Lovers Point - Julia Platt SMR","SMR","ref","OUTER","2",0,0,0,4,7,36,47,0,82,12,0,0,0,2,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,1,6,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,161,3
2015,"during","CENTRAL",36.512613,-121.948765,"WESTON_UC","Point Lobos SMR","SMR","SMR","INNER","1",0,5,30,2,0,145,4111,11,0,6,0,2,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,21,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
2015,"during","CENTRAL",36.512613,-121.948765,"WESTON_UC","Point Lobos SMR","SMR","SMR","INNER","2",0,141,27,1,0,41,1020,19,15,6,0,0,0,0,0,0,0,0,8,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,11,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
2015,"during","CENTRAL",36.512613,-121.948765,"WESTON_UC","Point Lobos SMR","SMR","SMR","MID","1",0,2,24,0,3,0,2420,56,52,41,0,0,0,0,0,0,0,0,7,2,11,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,19,16,0,0,19,2,5,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
2015,"during","CENTRAL",36.512613,-121.948765,"WESTON_UC","Point Lobos SMR","SMR","SMR","MID","2",0,20,9,3,0,0,1045,19,14,18,0,0,0,0,0,0,0,0,4,1,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0
2015,"during","CENTRAL",36.512613,-121.948765,"WESTON_UC","Point Lobos SMR","SMR","SMR","OUTER","1",0,65,6,0,0,0,662,50,31,18,0,1,0,0,0,0,0,0,5,1,1,0,12,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,5
2015,"during","CENTRAL",36.512613,-121.948765,"WESTON_UC","Point Lobos SMR","SMR","SMR","OUTER","2",0,24,0,0,0,1,507,57,32,11,1,0,0,0,0,0,0,0,1,0,0,0,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2
2015,"during","CENTRAL",36.522225,-121.943542,"BLUEFISH_UC","Point Lobos SMR","SMR","SMR","INNER","1",0,12,9,1,0,7,78,9,10,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
2015,"during","CENTRAL",36.522225,-121.943542,"BLUEFISH_UC","Point Lobos SMR","SMR","SMR","INNER","2",0,45,0,1,0,10,43,0,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
2015,"during","CENTRAL",36.522225,-121.943542,"BLUEFISH_UC","Point Lobos SMR","SMR","SMR","MID","1",0,39,0,0,0,2,122,74,28,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,NA,0
2015,"during","CENTRAL",36.522225,-121.943542,"BLUEFISH_UC","Point Lobos SMR","SMR","SMR","MID","2",0,9,3,0,0,4,90,37,23,18,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2
2015,"during","CENTRAL",36.522225,-121.943542,"BLUEFISH_UC","Point Lobos SMR","SMR","SMR","OUTER","1",0,4,0,3,0,4,128,27,30,12,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,41,4
2015,"during","CENTRAL",36.522225,-121.943542,"BLUEFISH_UC","Point Lobos SMR","SMR","SMR","OUTER","2",0,2,8,0,0,7,79,5,22,11,4,0,0,0,0,0,0,0,0,2,0,0,2,0,4,1,0,0,1,0,0,0,0,0,0,4,0,0,12,17,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,2
2015,"during","CENTRAL",36.52381268,-121.945094,"BLUEFISH_DC","Point Lobos SMR","SMR","SMR","INNER","1",0,6,35,0,5,0,817,12,5,2,0,0,0,0,0,0,0,0,2,0,11,16,0,0,1,2,0,0,0,0,0,0,32,0,0,0,0,0,0,9,0,0,6,0,0,33,27,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1
2015,"during","CENTRAL",36.52381268,-121.945094,"BLUEFISH_DC","Point Lobos SMR","SMR","SMR","INNER","2",0,21,21,0,2,0,415,10,2,0,0,0,2,0,0,0,0,0,7,0,15,1,0,0,0,0,0,8,0,0,0,0,28,0,0,0,0,0,0,6,1,0,15,0,0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2
2015,"during","CENTRAL",36.52381268,-121.945094,"BLUEFISH_DC","Point Lobos SMR","SMR","SMR","MID","1",0,6,35,0,0,0,640,70,42,15,0,0,0,0,0,0,0,0,3,0,14,16,2,0,2,0,0,9,0,0,1,0,0,0,0,0,0,0,0,113,1,0,10,0,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3
2015,"during","CENTRAL",36.52381268,-121.945094,"BLUEFISH_DC","Point Lobos SMR","SMR","SMR","MID","2",0,7,61,2,0,2,1216,35,33,29,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,8,107,2,1,6,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2
2015,"during","CENTRAL",36.52381268,-121.945094,"BLUEFISH_DC","Point Lobos SMR","SMR","SMR","OUTER","1",0,0,20,0,0,0,488,107,37,19,0,0,0,0,0,0,0,0,1,0,10,2,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,30,30,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3
2015,"during","CENTRAL",36.52381268,-121.945094,"BLUEFISH_DC","Point Lobos SMR","SMR","SMR","OUTER","2",0,6,22,0,0,1,438,78,45,26,1,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,20,55,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,5
2015,"during","CENTRAL",36.525267,-121.930507,"MONASTERY_UC","Point Lobos SMR","SMR","SMR","INNER","1",0,23,0,4,0,42,58,5,27,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,9,0,1,0,0,0,0,0,1,0,0,7,1,0,2,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2
2015,"during","CENTRAL",36.525267,-121.930507,"MONASTERY_UC","Point Lobos SMR","SMR","SMR","INNER","2",0,9,0,7,0,15,131,2,68,0,0,2,0,0,0,0,0,0,0,1,2,0,3,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,32,0,0,7,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,14
2015,"during","CENTRAL",36.525267,-121.930507,"MONASTERY_UC","Point Lobos SMR","SMR","SMR","MID","1",0,4,0,4,2,9,213,18,38,11,0,3,0,0,0,0,1,0,1,0,6,0,0,2,2,0,0,0,5,0,0,0,0,0,0,0,0,0,1,42,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,9
2015,"during","CENTRAL",36.525267,-121.930507,"MONASTERY_UC","Point Lobos SMR","SMR","SMR","MID","2",0,8,0,1,1,24,315,13,42,3,0,0,0,1,0,0,0,0,3,0,5,0,5,0,1,0,1,0,14,0,0,0,0,0,0,0,0,0,0,49,2,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,34,5
2015,"during","CENTRAL",36.525267,-121.930507,"MONASTERY_UC","Point Lobos SMR","SMR","SMR","OUTER","1",0,2,0,0,2,3,94,47,65,19,0,0,1,1,0,0,0,0,0,4,1,0,1,1,2,0,3,0,0,0,1,0,0,0,0,0,0,0,2,42,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3
2015,"during","CENTRAL",36.525267,-121.930507,"MONASTERY_UC","Point Lobos SMR","SMR","SMR","OUTER","2",0,3,0,3,2,8,62,25,51,25,0,1,0,0,0,0,0,0,2,0,3,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,4,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1
2015,"during","CENTRAL",36.525415,-121.933322,"MONASTERY_DC","Point Lobos SMR","SMR","SMR","INNER","1",0,26,14,0,2,12,850,23,22,4,0,0,0,1,0,0,0,0,2,0,0,5,12,0,3,0,0,0,5,0,0,0,0,0,0,1,0,0,0,57,1,0,11,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6
2015,"during","CENTRAL",36.525415,-121.933322,"MONASTERY_DC","Point Lobos SMR","SMR","SMR","INNER","2",0,9,0,1,0,3,505,19,34,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,2,0,24,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
2015,"during","CENTRAL",36.525415,-121.933322,"MONASTERY_DC","Point Lobos SMR","SMR","SMR","MID","1",0,16,1,0,2,4,780,87,51,11,0,0,0,1,0,0,0,0,3,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,82,0,0,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2
2015,"during","CENTRAL",36.525415,-121.933322,"MONASTERY_DC","Point Lobos SMR","SMR","SMR","MID","2",0,0,0,2,1,7,680,33,46,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,49,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,7
2015,"during","CENTRAL",36.525415,-121.933322,"MONASTERY_DC","Point Lobos SMR","SMR","SMR","OUTER","1",0,0,0,2,2,1,54,12,27,12,1,1,0,0,0,0,0,0,0,7,3,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,57,5,2,0,3,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4
2015,"during","CENTRAL",36.525415,-121.933322,"MONASTERY_DC","Point Lobos SMR","SMR","SMR","OUTER","2",0,0,0,0,1,7,70,18,24,9,1,1,0,0,0,0,0,0,0,2,7,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,52,12,0,0,0,1,7,0,7,0,0,0,0,3,1,0,0,0,0,0,0,0,NA,3
2015,"during","CENTRAL",36.537439,-121.93567,"BUTTERFLY_DC","Carmel Bay SMCA","SMCA","SMCA","INNER","1",0,1,0,11,7,2,212,28,14,3,0,0,1,0,0,0,0,0,2,0,7,0,0,0,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,41,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0
